Movie Name,CSS,Language,Runtime (min.),IMDb_Rating,Animated,Genre,Fantasy,Drama,Music,Adventure,Thriller,Action,Family,Romance,Mystery,Sports,Comedy,Horror,Crime,SciFi,Lead_Actor,Lead_Actress,Director,Budget,BO Collection (Total),Trailer Views,Trailer Likes (K),Music_Rating,No. of Screens,Verdict
interstellar,0.3,English,169,8.7,Live Action,"Adventure, drama, sci-fi",1,1,1,1,1,1,0,0,1,0,0,0,0,1,Matthew David McConaughey,Anne Jacqueline Hathaway,Christopher Nolan,165,773.8,36314005,202,8.5,20000,Blockbuster
thedarkknight,0.4,English,152,9,Live Action,"Action,crime,drama",0,1,1,1,1,1,0,0,1,0,0,0,1,0,Christian Bale,Anne Hathaway,Christopher Nolan,18.5,100.6,180000000,185,9.4,4300,Hit
theekenruddhaswasrajasthan,0.238095238095238,Bengali,121,6.7,Live Action,"Mystery, Thriller",0,1,0,0,0,0,0,1,0,0,1,0,1,0,Anirban Chakrabarti,,Joydeep Mukherjee,5,3.5,1419093,92,6.2,500,Superhit
lagaanonceuponatimeinindia,,Hindi,224,8.1,Live Action,"Drama, Musical, Sport",0,1,1,1,0,0,1,1,0,1,1,0,1,0,Aamir Khan,Gracy Singh,Ashutosh Gowariker,25,65.97,10460532,86,7.5,3000,Blockbuster
ramsetu,,Hindi,143,5.2,Live Action,"Action, adventure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akshay Kumar,Jacqueline Fernandez,Abhishek Sharma,150,92.94,41621819,796,7,3100,Flop
pathaan,0,Hindi,146,5.9,Live Action,"Action, Thriller,Adventure",0,1,1,1,0,1,0,0,0,0,0,0,0,0,Shah Rukh Khan,Deepika Padukone,Siddharth Anand,225,1050.3,95215450,2400,8,6000,Blockbuster
raone,0.3,Hindi,156,4.7,Live Action,"Action, Adventure, Sci-fi",0,0,1,1,0,1,1,1,0,0,1,0,0,1,Shah Rukh Khan,Kareena Kapore,Anubhav Sinha,150,207,2284960,11,6,5000,Flop
kgf2,,Other Regional,168,8.3,Live Action,"Action, thriller, historical drama,crime",1,1,1,1,1,1,0,0,1,1,0,0,0,1,Yash,Srinidhi Shetty,Prashanth Neel,100,1250,270209447,9800,8,10000,Blockbuster
thekashmirfiles,,Hindi,170,8.7,Live Action,"Drama, History",0,1,0,0,0,0,0,0,0,0,0,0,1,0,Anupam Kher,Pallavi Joshi,Vivek Agnihotri,20,340.92,52759423,1700,8.1,4000,Blockbuster
missionmangal,,Hindi,127,6.5,Live Action,"Drama, sci-fi",0,1,1,0,0,1,1,0,0,0,1,0,0,1,Akshay Kumar,Vidya Balan,Jagan Shakti,70,291.95,52518821,1100,9,3000,Blockbuster
evildeadrise,0.4,English,97,6.7,Live Action,"Horror, fantasy",1,1,0,1,1,1,0,0,1,0,0,1,1,1,,Lily Sullivan,Lee Cronin,17,146.3,19054878,81,8,3000,Superhit
ballabhpurerroopkotha,0.476190476190476,Bengali,136,8.1,Live Action,"Supernatural, comedy, drama, romance",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Satyam Bhattacharya,Surangana Bandyopadhyay,Anirban Bhattacharya,3,5.01,5416555,16,7.7,2000,Hit
suzumenotojimari,0.523809523809524,Other Regional,122,7.8,Animated,"Adventure, fantasy, sci-fi, romance",0,1,1,0,0,0,0,0,1,0,0,0,1,0,Hokuto Matsumura,Nanoka Hara,Makoto Shinkai,30,324,1963144,37,10,7500,Blockbuster
yehjawaanihaideewani,,Hindi,161,7.2,Live Action,"Comedy, Drama,Musical",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Ranbir Kapoor,Deepika Padukone,Ayan Mukerji,40,320,10460532,86,7,5000,Blockbuster
parinotafairytale,,Hindi,134,6.6,Live Action,"Fantasy, Horror, Mystery",0,1,1,0,0,0,0,1,0,0,0,1,1,0,Parambrata Chatterjee,Anushka Sharma,Prosit Roy,30,41.4,76601,1,6.1,500,Average
jabwemet,,Hindi,139,7.9,Live Action,"Romance, Comedy, Drama",0,1,1,0,0,0,0,1,1,0,0,1,1,0,Shahid Kapoor,Kareena Kapoor Khan,Imtiaz Ali,15,50.9,10490521,82,7,1000,Superhit
herapheri,,Hindi,138,8.1,Live Action,"Comedy, Drama",0,1,1,0,0,1,0,0,0,0,1,0,1,0,Akshay Kumar,Tabu,Priyadarshan,7.5,21.4,28000000,2100,2,200,Average
phirherapheri,,Hindi,153,7.2,Live Action,"Comedy, Drama",0,1,1,0,0,1,0,0,0,0,1,0,1,0,Akshay Kumar,,Neeraj Vora,18,69.12,11000000,131,2,500,Superhit
omgohmygod,0.3,Hindi,130,8.1,Live Action,"Comedy, Drama, Fantasy",0,1,0,0,1,1,0,0,0,0,0,1,0,0,Akshay Kumar,,Umesh Shukla,25,193,11293725,44,9,1000,Superhit
loveaajkal,0.238095238095238,Hindi,141,4.7,Live Action,"Romantic, drama",0,1,1,0,0,0,0,0,0,0,1,0,0,0,Kartik Aaryan,Sara Ali Khan,Imtiaz Ali,58,50.04,50047547,708,8,3000,Flop
raazi,0.35,Hindi,140,7.7,Live Action,"Action, Drama, Thriller",0,1,1,0,0,0,0,1,0,0,1,0,1,0,Vicky Kaushal,Alia Bhatt,Meghna Gulzar,37,197,32439874,334,7.2,1500,Superhit
welcome,0.333333333333333,Hindi,158,7,Live Action,"Comedy, Drama",0,1,1,0,1,0,0,1,0,0,1,0,1,0,Akshay Kumar,Katrina Kaif,Anees Bazmee,32,119.49,17000000,179,6,1000,Superhit
welcomeback,,Hindi,152,4.3,Live Action,"Comedy, Drama",0,1,1,0,1,0,0,1,0,0,1,0,1,0,John Abraham,Shruti Haasan,Anees Bazmee,88,168.76,9223509,28,5.1,3000,Average
urithesurgicalstrike,0.25,Hindi,138,8.2,Live Action,"Action, Drama, War",0,1,1,0,0,1,0,0,0,0,0,0,0,0,Vicky Kaushal,Yami Gautam,Aditya Dhar,25,359.73,29562195,590,9,1500,Blockbuster
thetashkentfiles,,Hindi,144,8.1,Live Action,"Drama, History",0,1,0,0,0,0,0,0,1,0,0,0,1,0,Mithun Chakraborty,Shweta Basu Prasad,Vivek Agnihotri,4,20.84,11325189,250,8.9,300,Hit
shahjahanregency,0.25,Bengali,156,6.6,Live Action,Drama,0,1,1,0,0,0,0,1,0,0,0,0,1,0,Parambrata Chatterjee,,Srijit Mukherjee,4,5.01,939784,17,9.2,1000,Superhit
stree,,Hindi,128,7.5,Live Action,"Comedy, Horror",0,1,1,0,1,0,0,0,1,0,1,1,1,0,Rajkumar Rao,Shraddha Kapoor,Amar Kaushik,14,180.76,54745957,424,7.2,1500,Superhit
singham,0.3,Hindi,143,6.8,Live Action,"Action, Crime, Drama",0,1,1,0,1,1,0,0,1,0,1,0,1,0,Ajay Devgan,Kajal Agarwaal,Rohit Shetty,41,157,8111492,21,8.9,2000,Superhit
thelionking,0.25,English,118,6.8,Animated,"Fantasy, Adventure, Musical",1,0,1,1,0,1,1,1,1,0,1,0,0,1,Donald Glover,Beyoncé Giselle Knowles-Carter,Jon Favreau,260,1647.73,74575570,781,9.2,10000,Blockbuster
rajkahini,0.35,Bengali,160,7.2,Live Action,"Drama, History",0,1,1,0,1,0,0,1,1,0,0,0,1,0,Saswata Chatterjee,Rituparna Sengupta,Srijit Mukherjee,3.5,7,2003443,10,9.2,1000,Superhit
noproblem,,Hindi,140,4.4,Live Action,"Action, Comedy, Crime",0,0,0,0,0,0,0,0,0,0,1,0,0,0,Anil Kapoor,Sushmita Sen,Anees Bazmee,35,48.7,1323166,1.1,6,1000,Flop
kahaani,,Hindi,122,8.1,Live Action,"Mystery, Thriller",0,1,1,1,1,1,0,1,1,0,1,0,1,0,Parambrata Chatterjee,Vidya Balan,Sujoy Ghosh,20,91.71,583861,5.9,9.1,1000,Hit
hemlocksociety,0.3,Bengali,141,7.5,Live Action,"Comedy, Drama, Romance",0,1,1,1,1,0,0,1,1,0,1,0,1,0,Parambrata Chatterjee,Koyel Mallick,Srijit Mukherjee,2.1,7.02,630107,5.6,8.5,500,Hit
gumnaami,0.25,Bengali,142,7.8,Live Action,"Drama, History",0,1,1,0,1,0,0,0,1,0,1,0,1,0,Anirban Bhattacharya,Tanusree Chakraborty,Srijit Mukherjee,2.8,6.7,937932,33,8.1,500,Superhit
gold,0.25,Hindi,151,7.3,Live Action,"Drama, History, Sport",0,1,1,1,0,0,0,0,0,1,0,0,0,0,Akshay Kumar,Mouni Roy,Reema Kagti,75,158.54,39110376,439,7,3000,Average
genarationaami,,Bengali,120,7.6,Live Action,Drama,0,1,1,0,0,0,1,0,0,0,1,0,0,0,Rwitobroto Mukherjee,Sauraseni Maitra,Mainak Bhaumik,5.01,8.56,1370247,38,8.1,500,Hit
entertainment,0.5,Hindi,145,4.5,Live Action,"Comedy, Drama",0,0,1,0,0,0,0,0,0,0,1,0,0,0,Akshay Kumar,Tamannaah Bhatia,Sajid,75,103.85,8978324,24,5.2,2500,Flop
ekjechhiloraja,,Bengali,147,7.2,Live Action,"Drama, Mystery, Thriller",0,1,1,0,0,0,1,0,1,0,1,0,0,0,Jisshu Sengupta,Jaya Ahsan,Srijit Mukherjee,2.5,5.7,1803269,28,8.5,750,Hit
baishesrabon,0.15,Bengali,140,8.1,Live Action,"Action, Crime, Drama",0,1,1,0,1,0,0,0,1,0,1,0,1,0,Parambrata Chatterjee,Raima Sen,Srijit Mukherjee,1.45,3.3,666875,6.5,8.5,1000,Superhit
chhichhore,,Hindi,143,8.3,Live Action,"Comedy, Drama, Romance, Slice-of-life",1,1,1,1,1,1,1,1,1,1,1,0,0,0,Sushant Singh Rajput,Shraddha Kapoor,Nitesh Tiwari,50,215.41,51135335,803,9.1,2000,Superhit
brahmastrapartoneshiva,0.55,Hindi,166,5.6,Live Action,"Fantasy, romance, mythology ",1,1,1,1,1,1,1,1,1,0,0,0,1,1,Ranbir Kapoor,Alia Bhatt,Ayan Mukerji,400,431,31141305,825,9.1,4000,Average
bhoolbhulaiyaa,0.25,Hindi,154,7.4,Live Action,"Comedy, Horror, Mystery",1,1,1,0,1,1,1,1,1,0,1,1,1,0,Akshay Kumar,Vidya Balan,Priyadarshan,32,82.35,4225784,93,9.1,1000,Hit
bhoolbhulaiyaa2,,Hindi,145,5.7,Live Action,"Comedy, Horror, Mystery",1,1,1,0,1,1,1,1,1,0,1,1,1,0,Kartik Aaryan,Kiara Advani,Anees Bazmee,70,266.88,82303827,1800,8.5,3000,Blockbuster
dwitiyopurush,0.25,Bengali,128,6.1,Live Action,"Drama, Mystery, Thriller",0,1,1,0,1,0,0,0,1,0,1,0,1,0,Parambrata Chatterjee,Raima Sen,Srijit Mukherjee,1.5,5,1728208,38,8.1,1000,Average
kornosubornerguptodhan,,Bengali,128,6,Live Action,"Adventure, Mystery, Thriller",0,1,1,0,0,0,0,0,1,0,1,0,1,0,Abir Chatterjee,Ishaa Saha,Dhrubo Banerjee,1.5,9.4,2628639,48,9.1,1000,Superhit
3idiots,0.35,Hindi,171,8.4,Live Action,"Comedy, Drama, Slice-of-life",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Aamir Khan,Kareena Kapoor,Rajkumar Hirani,55,400.61,82303827,1800,9.1,1500,Blockbuster
themartian,0.25,English,141,8,Live Action,"Adventure,Drama,Sci-Fi",1,1,1,1,0,0,0,0,1,0,1,0,0,1,Matt Damon,Jessica Chastain,Ridley Scott,108,653.6,20302877,95,8.2,10000,Blockbuster
thedavincicode,0.333333333333333,English,149,6.6,Live Action,"Mystery, Thriller",0,1,1,1,1,0,0,0,1,0,0,0,1,1,Tom Hanks,Audrey Tautou,Ron Howard,125,767,1663534,58,7.9,10000,Superhit
angelsdemons,0.35,English,138,6.7,Live Action,"Mystery, Thriller",0,1,1,1,1,0,0,0,1,0,0,0,1,1,Tom Hanks,Ayelet Zurer,Ron Howard,150,490.87,1663534,62,8.1,10000,Hit
inferno,0.05,English,121,6.2,Live Action,"Mystery, Thriller",0,1,1,1,1,0,0,0,1,0,0,0,1,0,Tom Hanks,Felicity Jones,Ron Howard,75,219.52,13831264,39,7.9,10000,Hit
sherlockholmes,0.5,English,129,7.6,Live Action,"Action,Adventure,Crime",0,0,1,1,1,1,1,0,1,0,1,0,1,0,Robert Downey Jr.,Rachel McAdams,Guy Ritchie,90,498.44,681076,2.5,8.2,7500,Superhit
sherlockholmesagameofshadows,,English,129,7.4,Live Action,"Action,Adventure,Crime",0,0,1,1,1,1,1,0,1,0,1,0,1,0,Robert Downey Jr.,Noomi Rapace,Guy Ritchie,125,535.66,467937,2.3,8.2,7500,Superhit
begumjaan,0.15,Hindi,127,5.6,Live Action,"Drama, History",0,1,0,0,0,0,0,0,0,0,0,0,0,0,Naseeruddin Shah,Vidya Balan,Srijit Mukherjee,19,30.61,37527718,172,8.2,1000,Flop
thevow,0.15,English,104,6.8,Live Action,"Romance, drama",0,1,1,0,0,0,0,1,0,0,0,0,0,0,Channing Tatum,Rachel McAdams,Michael Sucsy,30,197.61,6100000,34,8,1000,Hit
thenotebook,0.25,English,124,7.8,Live Action,"Romance, drama",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Ryan Gosling,Rachel McAdams,Nick Cassavetes,29,115.94,904820,6.8,8,1000,Hit
awalktoremember,0.5,English,102,7.3,Live Action,"Romance, drama",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Shane West,Mandy Moore,Adam Shankman,11.8,46.06,3300000,19,9,1000,Average
thelastsong,,English,107,6,Live Action,"Romance, drama",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Liam Hemsworth,Miley Cyrus,Julie Anne Robinson,20,92.67,232199,1.4,10,1000,Hit
thebestofme,0,English,118,6.6,Live Action,"Romance, drama",0,1,1,0,0,0,1,1,0,0,1,0,0,0,James Marsden,Michelle Monaghan,Michael Hoffman,26,41.06,7750399,21,8,1000,Average
safehaven,0.35,English,115,6.6,Live Action,"Romance, drama",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Josh Duhamel,Julianne Hough,Lasse Hallström,28,94.05,5666100,18,8,1000,Average
lifeasweknowit,0.2,English,115,6.5,Live Action,"Romance, comedy",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Josh Duhamel,Katherine Heigl,Greg Berlanti,38,105.88,2152012,15,7.5,1000,Hit
dearjohn,0.25,English,108,6.3,Live Action,"Romance, drama",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Channing Tatum,Amanda Seyfried,Lasse Hallström,25,142.03,13488231,51,8,1000,Superhit
mammamia,0.25,English,109,6.5,Live Action,"Romance, musical",1,1,1,1,0,1,1,1,0,1,1,0,1,1,Pierce Brosnan,Meryl Streep,Phyllida Lloyd,52,589.71,1149710,1.1,10,1000,Blockbuster
intime,0.35,English,109,6.7,Live Action,"Sci-fi, action",1,1,1,1,1,1,0,1,1,0,1,1,1,1,Justin Timberlake,Amanda Seyfried,Andrew Niccol,40,165.1,1326678,5.9,6.7,1000,Superhit
jennifersbody,0.333333333333333,English,102,5.4,Live Action,"Horror, comedy",1,1,1,1,1,1,0,0,1,1,1,1,1,1,,Amanda Seyfried,Karyn Kusama,16,31.94,3515736,21,5,1000,Average
lucy,0.3,English,90,6.4,Live Action,"Sci-fi, action",1,1,1,1,1,1,0,0,1,1,1,1,1,1,,Scarlett Johansson,Luc Besson,40,457.51,44357212,180,8,1000,Superhit
777charlie,,Other Regional,164,8.8,Live Action,"Adventure, Comedy, Drama",0,0,1,1,0,0,1,1,0,0,0,0,0,0,Rakshit Shetty,Sangeetha Sringeri,Kiranraj K,20,105,9121875,134,8,2000,Superhit
rocketrythenambieffect,0.35,Other Regional,157,8.8,Live Action,"Biography, Drama",1,1,1,0,0,1,1,1,1,0,0,0,1,1,R Madhavan,Simran,Madhavan,55,45.25,15923686,646,6,500,Flop
sitaramam,,Other Regional,163,8.6,Live Action,"Action, Drama, Mystery",0,1,1,0,0,0,1,1,1,0,0,0,0,0,Dulquer Salmaan,Mrunal Thakur,Hanu Raghavapudi,30,94.28,3309900,94,7.5,1000,Blockbuster
jersey,,Hindi,170,7.3,Live Action,"Drama, Sport",0,1,1,0,0,1,0,1,1,0,0,0,0,0,Sahid Kapoor,Mrunal Thakur,Gowtam Tinnanuri,80,27.9,68325590,1100,7.1,2000,Disaster
kaithi,0.2,Other Regional,146,8.4,Live Action,"Action, Adventure, Crime",0,1,1,0,0,1,0,0,1,0,0,0,1,0,Karthi,Baby Monica,Lokesh Kanagaraj,25,105,16349443,150,7.6,1000,Hit
chaarsahibzaade2riseofbandasinghbahadur,0.45,Other Regional,134,8.5,Animated,"History, Drama",0,1,1,0,0,1,0,0,1,0,0,0,1,0,Om Puri,,Harry Baweja,20,60,2849251,22,6.9,750,Average
avengersendgame,0.15,English,181,8.4,Live Action,"Action, Adventure, Drama",1,1,1,0,1,1,0,0,0,0,1,0,0,0,Robert Downey Jr.,Scarlett Johansson,Russo Brothers,400,2794.73,155568297,3800,9.2,20000,Blockbuster
avengersinfinitywar,0.35,English,149,8.4,Live Action,"Action, Adventure, Drama",1,1,1,0,1,1,0,0,0,0,1,0,0,0,Robert Downey Jr.,Scarlett Johansson,Russo Brothers,400,2048.36,259269459,4100,9,20000,Blockbuster
djangounchained,0.4,English,165,8.4,Live Action,Drama,1,1,1,1,1,1,0,0,1,0,1,0,1,1,Jamie Foxx,,Quentin Tarantino,100,449.86,1359979,10,7.5,5000,Superhit
nationaltheatrelivecoriolanus,,English,123,8.5,Live Action,"Drama, History, War",0,1,1,1,0,1,0,0,0,0,0,0,0,0,Tom Hiddleston,Jessica Chastain,Josie Rourke,2.4,7.7,1803688,3.8,6.5,5000,Hit
sardarudham,,Hindi,162,8.4,Live Action,"Biography, Drama, Crime",0,1,1,0,0,0,0,0,1,0,0,0,1,0,Vicky Kaushal,,Shoojit Sircar,30,84.5,39696971,345,7.2,,Hit
asuran,,Other Regional,140,8.4,Live Action,"Action, Drama",0,1,1,0,1,1,0,0,1,0,0,1,1,0,Dhanush,,Vetrimaaran,32,67,14716917,419,7.1,1000,Superhit
dilbechara,,Hindi,101,8.4,Live Action,"Comedy, Drama, Romance",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Sushant Singh Rajput,Sanjana Sanghi,Mukesh Chhabra,30,90,96487445,10000,8,,Superhit
mahanati,0.15,Other Regional,169,8.4,Live Action,"Biography, Drama",0,1,1,0,0,0,1,1,1,0,1,0,0,0,Dulquer Salmaan,Keerthu Suresh,Nag Ashwin,25,83,10430584,99,6.9,750,Blockbuster
joker,0.15,English,122,8.4,Live Action,"Crime, Drama, Thriller",1,1,1,1,1,1,0,0,1,0,1,1,1,1,Joaquin Phoenix,Zazie Beetz,Todd Phillips,70,1066.21,100012933,100000,8.1,10000,Blockbuster
vikram,,Other Regional,174,8.3,Live Action,"Action, Crime, Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,0,Kamal Haasan,,Lokesh Kanagaraj,120,500,45606960,1300,7.6,2000,Blockbuster
dangal,0.3,Hindi,161,8.3,Live Action,"Action, Biography, Drama",1,1,1,1,0,1,1,0,0,0,1,0,1,0,Aamir Khan,Fatima Sana Shaikh,Nitesh Tiiwari,70,2200,71962950,417,7.3,4000,Blockbuster
lokmanyaekyugpurush,,Other Regional,139,8.3,Live Action,"History, Drama",0,1,1,0,0,0,1,0,0,0,0,0,0,0,Subodh Bhave,Priya Bapat,Om Raut,7,13,533164,9.1,7.6,750,Average
kantara,,Other Regional,150,8.3,Live Action,"Action, Adventure, Drama",0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rishab Shetty,Sapthami Gowda,Rishab Shetty,16,450,4303718,165,8.1,1000,Blockbuster
shershaah,,Hindi,135,8.3,Live Action,"Action, Romance",0,1,1,1,0,1,0,0,0,0,0,0,0,0,Sidharth Malhotra,Kiara Advani,Vishnuvardhan,50,100,59969798,963,9,,Superhit
drishyam2,,Hindi,140,8.2,Live Action,"Crime,Drama,Mystery,Thriller",0,1,1,0,1,0,0,0,1,0,0,1,1,0,Ajay Devgan,Shriya Saran,Abhishek Pathak,50,345.05,18829894,410,8,3000,Hit
gangsofwasseypur,0.5,Hindi,160,8.2,Live Action,"Action, Comedy, Crime",0,1,1,1,1,1,0,0,1,0,0,1,1,0,Manoj Bajpayee,Huma Qureshi,Anurag Kashayp,18.4,33.9,1749291,17,7.9,1000,Flop
bhaagmilkhabhaag,0.3,Hindi,186,8.2,Live Action,"Biography, Drama, Sport",1,1,1,1,0,1,1,0,1,1,1,0,1,0,Farhan Akhtar,Divya Dutta,Rakeysh Omprakash Mehra,53,168,3218564,10,8.1,1500,Superhit
paansinghtomar,0.25,Hindi,135,8.2,Live Action,"Action, Biography, Drama",1,1,1,1,0,1,1,0,1,0,1,0,1,0,Irrfan Khan,Mahie Gill,Tigmanshu Dhulia,4.5,38.4,906046,8.3,8.1,200,Average
shahid,0.45,Hindi,123,8.2,Live Action,"Biography, Drama",0,1,1,0,1,1,0,0,1,0,1,0,1,0,Rajkumar Rao,Prabhleen Sandhu,Hansal Mehta,6.5,2.92,216629,1.7,6.9,300,Flop
thewolfofwallstreet,0.4,English,180,8.2,Live Action,"Biography, Crime, Drama",0,1,1,1,1,1,0,0,1,0,1,0,1,0,Leonardo DiCaprio,Margot Robbie,Martin Scorsese,100,392,137083279,106,8.6,3400,Blockbuster
spidermannowayhome,0.3,English,148,8.4,Live Action,"Action, Adventure, Fantasy",1,0,1,1,0,1,1,0,0,0,0,0,0,1,Tom Holland,Zendaya,Jon Watts,200,1941,375870664,182,7.8,4336,Blockbuster
drishyam,0.25,Hindi,163,8.2,Live Action,"Crime, Drama, Mystery",0,1,1,0,1,0,0,0,1,0,0,1,1,0,Ajay Devgn,Shriya Saran,Nishikant Kamat,5,9,3712486,62,8.2,2000,Superhit
ramaramare,0.45,Other Regional,100,8.1,Live Action,"Drama, Road Movie",0,1,1,0,0,0,0,0,1,0,1,0,0,0,K. Jayaram,Bimbashree  Ninasam,D. Sathyaprakash,0.75,1.055,2511,13,7.5,50,Average
thefather,0.571428571428571,English,97,8.3,Live Action,Drama,0,1,1,0,0,0,0,0,1,0,0,0,1,0,Anthony Hopkins,Olivia Colman,Florian Zeller,20,46,3921804,59,7.4,2000,Superhit
vikramvedha,0.25,Other Regional,147,8.6,Live Action,"Action, Crime, Drama",0,1,1,0,0,0,0,0,0,0,0,0,1,0,Madhavan,Vijay Sethupathi,Pushkar-Gayathri,11,41.2,29645874,424,8.2,1000,Superhit
greenbook,0.25,English,130,8.2,Live Action,"Biography, Comedy, Drama",0,1,1,0,1,0,0,0,1,0,0,0,1,0,Viggo Mortensen,Mahershala Ali,Peter Farrelly,23,322.1,9815187,96,8,2641,Hit
andhadhun,0.4,Hindi,139,8.3,Live Action,"Crime, Thriller, Comedy",1,1,1,0,1,0,0,0,1,0,1,0,1,1,Ayushmann Khurrana,Radhika Apte,Sriram Raghavan,3.3,50,12624246,110,8,1500,Superhit
1917,0.55,English,119,8.3,Live Action,"War, Drama",1,1,1,1,1,0,0,0,1,0,1,0,1,0,George MacKay,Dean-Charles Chapman,Sam Mendes,90,374.7,32615238,320,8.5,3434,Hit
nilbatteysannata,0.333333333333333,Hindi,100,8.5,Live Action,"Drama, Family, Comedy",0,1,0,1,0,0,1,1,1,0,1,0,0,0,Swara Bhaskar,Ratna Pathak Shah,Ashwiny Iyer Tiwari,3.5,13.9,1250225,300,7.9,500,Average
major,,Other Regional,135,8.5,Live Action,"Biography, Drama, Sport",0,1,1,0,0,1,1,1,0,0,0,0,1,0,Adivi Sesh,Sobhita Dhulipala,Sashi Kiran Tikka,7,15,1204535,727,8.5,1000,Hit
montevideovidimose,0,Other Regional,141,8,Live Action,"Comedy, Drama, Sport",0,0,1,1,0,0,0,1,0,0,1,0,0,0,Milorad Mandic,,Dragan Bjelogrlic,5,13.5,6456827,257,7.6,300,Average
logan,0.35,English,137,8.1,Live Action,"Action, Drama, Sci-Fi",0,1,1,0,1,1,0,0,0,0,0,0,1,1,Hugh Jackman,Patrick Stewart,James Mangold,97,619,19260316,382,7.8,4000,Superhit
barfi,0.4,Hindi,151,8.1,Live Action,"Comedy, Drama, Romance",0,1,1,1,0,0,1,1,1,0,1,0,0,0,Ranbir Kapoor,Priyanka Chopra,Anurag Basu,30,41,14398176,700,7.2,1000,Hit
queen,0.454545454545455,Hindi,146,8.2,Live Action,"Adventure, Comedy, Drama",0,1,1,0,0,0,1,1,0,0,1,0,0,0,Kangana Ranaut,Rajkummar Rao,Vikas Bahl,13.5,21.6,13579428,895,6.8,1000,Superhit
prisoners,0.35,English,153,8.1,Live Action,"Crime, Drama, Mystery",0,1,1,0,1,1,0,0,0,0,0,0,1,0,Hugh Jackman,Jake Gyllenhaal,Denis Villeneuve,46,122.1,33645332,3290,8.4,3000,Hit
12yearsaslave,0.6,English,134,8.1,Live Action,"Biography, Drama, History",0,1,1,0,1,0,0,0,1,0,0,0,1,0,Chiwetel Ejiofor,Michael Kenneth Williams,Steve McQueen,22,187.7,24863829,1411,7.5,1000,Superhit
spotlight,0.55,English,129,8.1,Live Action,"Biography, Crime, Drama",0,1,1,0,1,0,0,0,1,0,0,0,1,0,Mark Ruffalo,Michael Keaton,Tom McCarthy,20,98.3,13246161,1089,7.7,1000,Hit
misssaigon,0.55,English,150,7.8,Live Action,"Musical, Drama, Romance",0,0,1,0,0,0,0,1,1,0,0,0,0,0,David Lead-Actor,Emma Lead-Actress,Sarah Director,45,80,4500000,120,8,900,Average
thegrandbudapesthotel,0.45,English,100,8.1,Live Action,"Adventure, Comedy, Crime",1,1,1,0,0,0,0,1,0,0,1,0,0,0,Ralph Fiennes,Tony Revolori,Wes Anderson,25,172.9,25984557,1467,8,1000,Hit
article15,,Hindi,130,8.2,Live Action,"Crime, Drama, Thriller",0,1,1,1,1,0,0,0,1,0,0,0,1,0,Ayushmann Khurrana,Isha Talwar,Anubhav Sinha,28,94.8,14142090,1250,6.7,1000,Hit
section375,0.2,Hindi,124,8.1,Live Action,"Crime, Drama, Thriller",0,1,1,0,1,1,0,0,1,0,0,0,1,0,Akshaye Khanna,Richa Chadha,Anubhav Sinha,32,45,7546938,996,6.7,1000,Average
fordvferrari,0.35,English,152,8.1,Live Action,"Action, Biography, Drama",0,1,1,0,1,1,0,0,1,0,0,0,0,0,Matt Damon,Christian Bale,James Mangold,97.6,225.5,15343000,3528,8.3,3000,Superhit
gonegirl,0.5,English,149,8.1,Live Action,"Drama, Mystery, Thriller",0,1,1,1,1,1,0,0,0,0,0,0,1,0,Ben Affleck,Rosamund Pike,David Fincher,61,369.3,21487510,3335,8.5,3000,Superhit
madmaxfuryroad,0.15,English,120,8.1,Live Action,"Action, Adventure, Sci-Fi",0,1,1,0,1,1,0,0,1,0,0,0,1,1,Tom Hardy,Charlize Theron,George Miller,150,374.7,17547223,3700,8.5,3000,Superhit
hacksawridge,0.55,English,139,8.1,Live Action,"Biography, Drama, History",0,1,1,1,1,1,0,0,1,0,0,0,1,0,Andrew Garfield,Sam Worthington,Mel Gibson,40,175.3,14692192,2967,8.1,2500,Superhit
threebillboardsoutsideebbingmissouri,0.5,English,115,8.1,Live Action,"Crime, Drama, Mystery",0,1,1,1,1,0,0,0,1,0,0,0,1,0,Frances McDormand,Woody Harrelson,Martin McDonagh,15,160.2,18059147,1578,8.3,1500,Hit
bajrangibhaijaan,,Hindi,163,8,Live Action,"Action, Adventure, Comedy",0,1,1,0,0,1,1,1,1,0,1,0,0,0,Salman Khan,Kareena Kapoor Khan,Kabir Khan,67,597.5,7225000,4700,7.5,3000,Blockbuster
mommy,0.5,Other Regional,139,8.1,Live Action,Drama,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Anne Dorval,Antoine-Olivier Pilon,Xavier Dolan,5.1,10.4,11704,10,8,1000,Hit
